"Date","Event","Data"
10/8/2024 9:37:20 AM,LogProgramming,Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - TherapyPauseMode = [Enabled] - GyroscopeMode = [Enabled] - PhasicTime = [1.0 sec] - TherapyRate = [30] bpm - RiseTime = [0.1] sec - FallTime = [0.1] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.20 mA] - OnsetRampTime = [5 min] - EndingRampTime = [0 min] - PulseWidth = [30.5 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [6 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - TherapyPause = [0 min] - MaxPhasicAmplitude = [5.00 mA] - MinPhasicAmplitude = [0.20 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - IMUSamplingRate = [50 Hz] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]
10/8/2024 9:37:38 AM,LogStopMarkerSession
10/8/2024 10:06:10 AM,LogTestStimStart,BatteryLevel = [2.86 V] - LeadImpedance = [1100 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 10:06:23 AM,LogTherapyEnd,TherapyDuration = [13 sec] - TherapyEndCause = [StopByTherapyEnded]
10/8/2024 10:06:49 AM,LogTestStimStart,BatteryLevel = [2.86 V] - LeadImpedance = [1085 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 10:07:02 AM,LogTherapyEnd,TherapyDuration = [12 sec] - TherapyEndCause = [StopByTherapyEnded]
10/8/2024 10:07:18 AM,LogTestStimStart,BatteryLevel = [2.86 V] - LeadImpedance = [1048 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 10:07:31 AM,LogTherapyEnd,TherapyDuration = [12 sec] - TherapyEndCause = [StopByTherapyEnded]
10/8/2024 10:07:52 AM,LogTestStimStart,BatteryLevel = [2.86 V] - LeadImpedance = [1034 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 10:08:05 AM,LogTherapyEnd,TherapyDuration = [13 sec] - TherapyEndCause = [StopByTherapyEnded]
10/8/2024 10:52:06 AM,LogTestStimStart,BatteryLevel = [2.88 V] - LeadImpedance = [1010 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/8/2024 10:52:19 AM,LogTherapyEnd,TherapyDuration = [13 sec] - TherapyEndCause = [StopByTherapyEnded]
10/9/2024 12:00:00 AM,LogDailyBattMeas,3.02 V
10/9/2024 12:00:00 AM,LogDailyTherapyTime,75 sec
10/9/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/9/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [54759 sec] - Standing = [29 sec] - Reclined = [12 sec] - Lying = [0 sec] - Supine = [31600 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/9/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [678 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/9/2024 12:01:33 PM,LogStartMarkerSession
10/9/2024 12:03:01 PM,LogStopMarkerSession
10/10/2024 12:00:00 AM,LogDailyBattMeas,2.95 V
10/10/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/10/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/10/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/10/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [640 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/11/2024 12:00:00 AM,LogDailyBattMeas,2.93 V
10/11/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/11/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/11/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/11/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [665 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/12/2024 12:00:00 AM,LogDailyBattMeas,2.93 V
10/12/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/12/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/12/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/12/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [720 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/13/2024 12:00:00 AM,LogDailyBattMeas,2.92 V
10/13/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/13/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/13/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/13/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [742 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/14/2024 12:00:00 AM,LogDailyBattMeas,2.92 V
10/14/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/14/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/14/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/14/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [715 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/14/2024 10:28:20 AM,LogMeasureImpedanceByOrder,LeadImpedance = [712 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/14/2024 10:28:21 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [58.02 Ohms] - Transt. Imped. Pulse Term. = [0]
10/14/2024 10:28:29 AM,LogStartMarkerSession
10/14/2024 10:28:33 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [54.97 Ohms] - Transt. Imped. Pulse Term. = [0]
10/14/2024 10:28:39 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [55.22 Ohms] - Transt. Imped. Pulse Term. = [0]
10/14/2024 10:28:58 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [55.27 Ohms] - Transt. Imped. Pulse Term. = [0]
10/14/2024 10:28:59 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [54.93 Ohms] - Transt. Imped. Pulse Term. = [0]
10/14/2024 10:29:10 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [55.22 Ohms] - Transt. Imped. Pulse Term. = [0]
10/14/2024 10:31:20 AM,LogStopMarkerSession
10/14/2024 1:58:29 PM,LogStartMarkerSession
10/14/2024 2:10:50 PM,LogMeasureImpedanceByOrder,LeadImpedance = [685 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/14/2024 2:10:51 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [57.40 Ohms] - Transt. Imped. Pulse Term. = [0]
10/14/2024 2:10:53 PM,LogMeasureImpedanceByOrder,LeadImpedance = [674 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/14/2024 2:10:53 PM,LogMeasureImpedanceByOrder,LeadImpedance = [719 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/14/2024 2:20:37 PM,LogStopMarkerSession
10/14/2024 2:21:08 PM,LogStartMarkerSession
10/14/2024 2:21:16 PM,LogStopMarkerSession
10/15/2024 12:00:00 AM,LogDailyBattMeas,2.92 V
10/15/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/15/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/15/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/15/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [742 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/15/2024 3:12:57 PM,LogStartMarkerSession
10/15/2024 3:14:20 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [56.35 Ohms] - Transt. Imped. Pulse Term. = [0]
10/15/2024 3:14:22 PM,LogMeasureImpedanceByOrder,LeadImpedance = [693 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/15/2024 3:14:36 PM,LogMeasureImpedanceByOrder,LeadImpedance = [690 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/15/2024 3:14:37 PM,LogMeasureImpedanceByOrder,LeadImpedance = [683 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/15/2024 3:15:02 PM,LogStopMarkerSession
10/16/2024 12:00:00 AM,LogDailyBattMeas,2.92 V
10/16/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/16/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/16/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/16/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [747 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/17/2024 12:00:00 AM,LogDailyBattMeas,2.92 V
10/17/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/17/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/17/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/17/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [812 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/17/2024 11:55:35 AM,LogStartMarkerSession
10/17/2024 11:57:07 AM,LogMeasureImpedanceByOrder,LeadImpedance = [748 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/17/2024 11:57:08 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [59.48 Ohms] - Transt. Imped. Pulse Term. = [0]
10/17/2024 12:02:03 PM,LogStopMarkerSession
10/18/2024 12:00:00 AM,LogDailyBattMeas,2.92 V
10/18/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/18/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/18/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/18/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [871 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/19/2024 12:00:00 AM,LogDailyBattMeas,2.91 V
10/19/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/19/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/19/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/19/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [900 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/20/2024 12:00:00 AM,LogDailyBattMeas,2.91 V
10/20/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/20/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/20/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/20/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [976 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/21/2024 12:00:00 AM,LogDailyBattMeas,2.91 V
10/21/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/21/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/21/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/21/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [1214 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/21/2024 3:15:22 PM,LogStartMarkerSession
10/21/2024 3:15:33 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [59.44 Ohms] - Transt. Imped. Pulse Term. = [0]
10/21/2024 3:15:36 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [61.82 Ohms] - Transt. Imped. Pulse Term. = [0]
10/21/2024 3:15:38 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [59.19 Ohms] - Transt. Imped. Pulse Term. = [0]
10/21/2024 3:15:40 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [60.65 Ohms] - Transt. Imped. Pulse Term. = [0]
10/21/2024 3:15:57 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [63.16 Ohms] - Transt. Imped. Pulse Term. = [0]
10/21/2024 3:15:59 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [62.87 Ohms] - Transt. Imped. Pulse Term. = [0]
10/21/2024 3:16:03 PM,LogMeasureImpedanceByOrder,LeadImpedance = [1105 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/21/2024 3:16:05 PM,LogMeasureImpedanceByOrder,LeadImpedance = [1150 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/21/2024 3:16:08 PM,LogMeasureImpedanceByOrder,LeadImpedance = [1155 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/21/2024 3:16:16 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [62.95 Ohms] - Transt. Imped. Pulse Term. = [0]
10/21/2024 3:16:26 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [57.23 Ohms] - Transt. Imped. Pulse Term. = [0]
10/21/2024 3:16:27 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [57.23 Ohms] - Transt. Imped. Pulse Term. = [0]
10/21/2024 3:16:45 PM,LogTranstImpedMeasByOrder,Transt. Impedance = [57.98 Ohms] - Transt. Imped. Pulse Term. = [0]
10/21/2024 3:19:19 PM,LogStopMarkerSession
10/22/2024 12:00:00 AM,LogDailyBattMeas,2.91 V
10/22/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/22/2024 12:00:00 AM,LogTotalIpgTherapyTime,75 sec
10/22/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [86400 sec] - Standing = [0 sec] - Reclined = [0 sec] - Lying = [0 sec] - Supine = [0 sec] - Prone = [0 sec] - RightLateral = [0 sec] - LeftLateral = [0 sec]
10/22/2024 8:00:01 AM,LogDailyImpedanceMeas,LeadImpedance = [1127 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/22/2024 9:12:29 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [62.99 Ohms] - Transt. Imped. Pulse Term. = [0]
10/22/2024 9:12:30 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [59.61 Ohms] - Transt. Imped. Pulse Term. = [0]
10/22/2024 9:12:40 AM,LogStartMarkerSession
10/22/2024 9:13:20 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [60.57 Ohms] - Transt. Imped. Pulse Term. = [0]
10/22/2024 9:13:32 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1080 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/22/2024 9:14:04 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1041 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/22/2024 9:19:14 AM,LogProgramming,Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - TherapyPauseMode = [Enabled] - GyroscopeMode = [Enabled] - PhasicTime = [1.0 sec] - TherapyRate = [30] bpm - RiseTime = [0.1] sec - FallTime = [0.1] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.50 mA] - OnsetRampTime = [5 min] - EndingRampTime = [0 min] - PulseWidth = [30.5 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [6 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - TherapyPause = [0 min] - MaxPhasicAmplitude = [5.00 mA] - MinPhasicAmplitude = [0.20 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - IMUSamplingRate = [50 Hz] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]
10/22/2024 9:20:21 AM,LogMeasureImpedanceByOrder,LeadImpedance = [1095 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/22/2024 9:20:43 AM,LogTranstImpedMeasByOrder,Transt. Impedance = [59.40 Ohms] - Transt. Imped. Pulse Term. = [0]
10/22/2024 9:23:54 AM,LogTestStimStart,BatteryLevel = [2.89 V] - LeadImpedance = [1034 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/22/2024 9:24:07 AM,LogTherapyEnd,TherapyDuration = [13 sec] - TherapyEndCause = [StopByTherapyEnded]
10/22/2024 9:24:34 AM,LogProgramming,Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - TherapyPauseMode = [Enabled] - GyroscopeMode = [Enabled] - PhasicTime = [1.0 sec] - TherapyRate = [30] bpm - RiseTime = [0.1] sec - FallTime = [0.1] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.80 mA] - OnsetRampTime = [5 min] - EndingRampTime = [0 min] - PulseWidth = [30.5 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [6 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - TherapyPause = [0 min] - MaxPhasicAmplitude = [5.00 mA] - MinPhasicAmplitude = [0.20 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - IMUSamplingRate = [50 Hz] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]
10/22/2024 9:24:40 AM,LogTestStimStart,BatteryLevel = [2.90 V] - LeadImpedance = [1034 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/22/2024 9:24:53 AM,LogTherapyEnd,TherapyDuration = [13 sec] - TherapyEndCause = [StopByTherapyEnded]
10/22/2024 9:24:59 AM,LogProgramming,Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - TherapyPauseMode = [Enabled] - GyroscopeMode = [Enabled] - PhasicTime = [1.0 sec] - TherapyRate = [30] bpm - RiseTime = [0.1] sec - FallTime = [0.1] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.70 mA] - OnsetRampTime = [5 min] - EndingRampTime = [0 min] - PulseWidth = [30.5 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [6 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - TherapyPause = [0 min] - MaxPhasicAmplitude = [5.00 mA] - MinPhasicAmplitude = [0.20 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - IMUSamplingRate = [50 Hz] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]
10/22/2024 9:25:04 AM,LogTestStimStart,BatteryLevel = [2.91 V] - LeadImpedance = [1048 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/22/2024 9:25:17 AM,LogTherapyEnd,TherapyDuration = [13 sec] - TherapyEndCause = [StopByTherapyEnded]
10/22/2024 9:25:47 AM,LogProgramming,Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - TherapyPauseMode = [Enabled] - GyroscopeMode = [Enabled] - PhasicTime = [1.0 sec] - TherapyRate = [30] bpm - RiseTime = [0.1] sec - FallTime = [0.1] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.60 mA] - OnsetRampTime = [5 min] - EndingRampTime = [0 min] - PulseWidth = [30.5 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [6 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - TherapyPause = [0 min] - MaxPhasicAmplitude = [5.00 mA] - MinPhasicAmplitude = [0.20 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - IMUSamplingRate = [50 Hz] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]
10/22/2024 9:25:50 AM,LogTestStimStart,BatteryLevel = [2.92 V] - LeadImpedance = [1024 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/22/2024 9:26:04 AM,LogTherapyEnd,TherapyDuration = [13 sec] - TherapyEndCause = [StopByTherapyEnded]
10/22/2024 9:26:52 AM,LogProgramming,Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - TherapyPauseMode = [Enabled] - GyroscopeMode = [Enabled] - PhasicTime = [1.0 sec] - TherapyRate = [30] bpm - RiseTime = [0.1] sec - FallTime = [0.1] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [0.65 mA] - OnsetRampTime = [5 min] - EndingRampTime = [0 min] - PulseWidth = [30.5 micro sec] - Frequency = [40 Hz] - InterphasePeriod = [30.5 micro sec] - BurstCycles = [6 cycles] - TherapyLength = [480] min - TherapyDelay = [0 min] - TherapyPause = [0 min] - MaxPhasicAmplitude = [5.00 mA] - MinPhasicAmplitude = [0.20 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - IMUSamplingRate = [50 Hz] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]
10/22/2024 9:26:56 AM,LogTestStimStart,BatteryLevel = [2.91 V] - LeadImpedance = [1059 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/22/2024 9:27:10 AM,LogTherapyEnd,TherapyDuration = [14 sec] - TherapyEndCause = [StopByTherapyEnded]
10/22/2024 9:27:19 AM,LogTestStimStart,BatteryLevel = [2.91 V] - LeadImpedance = [1045 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/22/2024 9:27:32 AM,LogTherapyEnd,TherapyDuration = [13 sec] - TherapyEndCause = [StopByTherapyEnded]
10/22/2024 9:27:57 AM,LogTestStimStart,BatteryLevel = [2.92 V] - LeadImpedance = [1031 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/22/2024 9:28:10 AM,LogTherapyEnd,TherapyDuration = [13 sec] - TherapyEndCause = [StopByTherapyEnded]
